uid,name,vendor_name,address,latitude,longitude,city,country,open,close,cost_per_unit,power_type,total,type,vehicle_type
BatterySmart-0076,Battery Smart Swap Station-0076,BatterySmart,"A-31/A,Brij puri, Main Wazirabad road, Delhi 94, Bhajanpura",28.70816421508789,77.27167510986328,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0077,Battery Smart Swap Station-0077,BatterySmart,"A-1/3, Main Nathu Colony chowk, Shahdara, Delhi",28.69490051269531,77.29920196533203,New Delhi,India,09:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0077,Battery Smart Swap Station-0077,BatterySmart,"A-1/3, Main Nathu Colony chowk, Shahdara, Delhi",28.69490051269531,77.29920196533203,New Delhi,India,09:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0081,Battery Smart Swap Station-0081,BatterySmart,"Fateh Nagar, Road,  Block B, New Delhi, 110018",28.63920021057129,77.10099792480469,New Delhi,India,06:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0081,Battery Smart Swap Station-0081,BatterySmart,"Fateh Nagar, Road,  Block B, New Delhi, 110018",28.63920021057129,77.10099792480469,New Delhi,India,06:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0082,Battery Smart Swap Station-0082,BatterySmart,"E-11-A176 B, G/F, Shastri Park, Near HP Petrol Pump. 110053",28.6776008605957,77.25569915771484,New Delhi,India,09:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0082,Battery Smart Swap Station-0082,BatterySmart,"E-11-A176 B, G/F, Shastri Park, Near HP Petrol Pump. 110053",28.6776008605957,77.25569915771484,New Delhi,India,09:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0083,Battery Smart Swap Station-0083,BatterySmart,"E-11/A-158 Buland Masjid KH No 75, Shastri Park Delhi-110053",28.6732006072998,77.2573013305664,New Delhi,India,09:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0083,Battery Smart Swap Station-0083,BatterySmart,"E-11/A-158 Buland Masjid KH No 75, Shastri Park Delhi-110053",28.6732006072998,77.2573013305664,New Delhi,India,09:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0086,Battery Smart Swap Station-0086,BatterySmart,"2nd Floor KH No 37/21, Street no 10, Block A, Kaushik Enclave, Landmark,  Banaras Sweet, North Delh",28.76689910888672,77.18620300292969,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0086,Battery Smart Swap Station-0086,BatterySmart,"2nd Floor KH No 37/21, Street no 10, Block A, Kaushik Enclave, Landmark,  Banaras Sweet, North Delh",28.76689910888672,77.18620300292969,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0087,Battery Smart Swap Station-0087,BatterySmart,"W/0, Suresh chand k-89/1, Dilli Darbar road, Bhajanpura.",28.70170021057129,77.26589965820312,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0087,Battery Smart Swap Station-0087,BatterySmart,"W/0, Suresh chand k-89/1, Dilli Darbar road, Bhajanpura.",28.70170021057129,77.26589965820312,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0088,Battery Smart Swap Station-0088,BatterySmart,"C block,1977,Main road,Jahangirpuri, New delhi-110033",28.73660087585449,77.16699981689453,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0088,Battery Smart Swap Station-0088,BatterySmart,"C block,1977,Main road,Jahangirpuri, New delhi-110033",28.73660087585449,77.16699981689453,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0089,Battery Smart Swap Station-0089,BatterySmart,"Ganesha park,Uttam nagar, A-63, Astal road-110059",28.63599967956543,77.05079650878906,New Delhi,India,07:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0089,Battery Smart Swap Station-0089,BatterySmart,"Ganesha park,Uttam nagar, A-63, Astal road-110059",28.63599967956543,77.05079650878906,New Delhi,India,07:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0090,Battery Smart Swap Station-0090,BatterySmart,H. No 14 khasra no 9/15 Kamrudin village yadav park extension near janta Dharm kanta,28.68530082702637,77.05989837646484,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0090,Battery Smart Swap Station-0090,BatterySmart,H. No 14 khasra no 9/15 Kamrudin village yadav park extension near janta Dharm kanta,28.68530082702637,77.05989837646484,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0091,Battery Smart Swap Station-0091,BatterySmart,"A-1/293A,asthal road,near holy chowk,Uttam nagar-110059",28.63369941711425,77.05829620361328,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0091,Battery Smart Swap Station-0091,BatterySmart,"A-1/293A,asthal road,near holy chowk,Uttam nagar-110059",28.63369941711425,77.05829620361328,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0093,Battery Smart Swap Station-0093,BatterySmart,"E11A/162,murga market road,shastri park-110053",28.67700004577637,77.25450134277344,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0093,Battery Smart Swap Station-0093,BatterySmart,"E11A/162,murga market road,shastri park-110053",28.67700004577637,77.25450134277344,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0094,Battery Smart Swap Station-0094,BatterySmart,"Gandhi Nagar, Seelampur Road, Shahdara New Delhi",28.65143013000488,77.26709747314453,New Delhi,India,09:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0094,Battery Smart Swap Station-0094,BatterySmart,"Gandhi Nagar, Seelampur Road, Shahdara New Delhi",28.65143013000488,77.26709747314453,New Delhi,India,09:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0098,Battery Smart Swap Station-0098,BatterySmart,"RZB-44, Nandram Park, Bhagat Enclave, Bindapur, Maitala road, Near Sunday Market, Gali No-08, Uttam",28.6205005645752,77.06580352783203,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0098,Battery Smart Swap Station-0098,BatterySmart,"RZB-44, Nandram Park, Bhagat Enclave, Bindapur, Maitala road, Near Sunday Market, Gali No-08, Uttam",28.6205005645752,77.06580352783203,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0099,Battery Smart Swap Station-0099,BatterySmart,"F-5/226, Block F, Sector 16, Rohini, Delhi, 110085",28.74130058288575,77.12339782714844,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0099,Battery Smart Swap Station-0099,BatterySmart,"F-5/226, Block F, Sector 16, Rohini, Delhi, 110085",28.74130058288575,77.12339782714844,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0100,Battery Smart Swap Station-0100,BatterySmart,"Pipe Line, Near HP Petrol Pump, Shastri Park, Delhi 110053",28.67900085449219,77.25330352783203,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0100,Battery Smart Swap Station-0100,BatterySmart,"Pipe Line, Near HP Petrol Pump, Shastri Park, Delhi 110053",28.67900085449219,77.25330352783203,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0105,Battery Smart Swap Station-0105,BatterySmart,"G-48, Near Khajoor wali masjid, Janta Majdoor Colony, Delhi-110053",28.68569946289062,77.27760314941406,New Delhi,India,07:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0105,Battery Smart Swap Station-0105,BatterySmart,"G-48, Near Khajoor wali masjid, Janta Majdoor Colony, Delhi-110053",28.68569946289062,77.27760314941406,New Delhi,India,07:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0106,Battery Smart Swap Station-0106,BatterySmart,"RZ-439 Lane number 3, Sagarpur, New Delhi-110046",28.60602569580078,77.10355377197266,New Delhi,India,08:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0106,Battery Smart Swap Station-0106,BatterySmart,"RZ-439 Lane number 3, Sagarpur, New Delhi-110046",28.60602569580078,77.10355377197266,New Delhi,India,08:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0107,Battery Smart Swap Station-0107,BatterySmart,"E11/A-162, T huts E Block, G. T. Road Near Petrol Pump, Shastri Park, East Delhi - 110053",28.67840003967285,77.25299835205078,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0107,Battery Smart Swap Station-0107,BatterySmart,"E11/A-162, T huts E Block, G. T. Road Near Petrol Pump, Shastri Park, East Delhi - 110053",28.67840003967285,77.25299835205078,New Delhi,India,08:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0111,Battery Smart Swap Station-0111,BatterySmart,"Khasra number 21, 17, Main Pushta Rd, Swaroop Nagar, Bhalswa, Delhi, 110042",28.76309967041016,77.17420196533203,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0111,Battery Smart Swap Station-0111,BatterySmart,"Khasra number 21, 17, Main Pushta Rd, Swaroop Nagar, Bhalswa, Delhi, 110042",28.76309967041016,77.17420196533203,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0112,Battery Smart Swap Station-0112,BatterySmart,"Road no. 65, Pili Mitti, Near Jafrabad Metro Station. Delhi-110053",28.68819999694824,77.27519989013672,New Delhi,India,06:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0112,Battery Smart Swap Station-0112,BatterySmart,"Road no. 65, Pili Mitti, Near Jafrabad Metro Station. Delhi-110053",28.68819999694824,77.27519989013672,New Delhi,India,06:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0113,Battery Smart Swap Station-0113,BatterySmart,"House no 1, KH NO 407, Ground floor, GTK IND Area Landmark near Gas Godown, Delhi 110033",28.70420074462891,77.18399810791016,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0113,Battery Smart Swap Station-0113,BatterySmart,"House no 1, KH NO 407, Ground floor, GTK IND Area Landmark near Gas Godown, Delhi 110033",28.70420074462891,77.18399810791016,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0114,Battery Smart Swap Station-0114,BatterySmart,"A-221, JJ Colony, near Madipur Metro station, Delhi 110026",28.68140029907227,77.11940002441406,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0114,Battery Smart Swap Station-0114,BatterySmart,"A-221, JJ Colony, near Madipur Metro station, Delhi 110026",28.68140029907227,77.11940002441406,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0115,Battery Smart Swap Station-0115,BatterySmart,Uttam Nagar Smart E Station,28.6333999633789,77.06529998779297,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0115,Battery Smart Swap Station-0115,BatterySmart,Uttam Nagar Smart E Station,28.6333999633789,77.06529998779297,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0116,Battery Smart Swap Station-0116,BatterySmart,"Multi level car parking, sector 18, Atta Market, Noida.",28.60470008850098,77.30950164794922,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0116,Battery Smart Swap Station-0116,BatterySmart,"Multi level car parking, sector 18, Atta Market, Noida.",28.60470008850098,77.30950164794922,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0172,Battery Smart Swap Station-0172,BatterySmart,"C Block, Gali no.3, Sant Nagar,Burari, New Delhi, 110084",28.75270080566406,77.1989974975586,New Delhi,India,08:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0172,Battery Smart Swap Station-0172,BatterySmart,"C Block, Gali no.3, Sant Nagar,Burari, New Delhi, 110084",28.75270080566406,77.1989974975586,New Delhi,India,08:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0117,Battery Smart Swap Station-0117,BatterySmart,"S/o Kishor Lal 8, G/F Gujjar Basti, Village Gharoli, Near Primary School, Delhi-110096",28.62190055847168,77.32769775390625,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0117,Battery Smart Swap Station-0117,BatterySmart,"S/o Kishor Lal 8, G/F Gujjar Basti, Village Gharoli, Near Primary School, Delhi-110096",28.62190055847168,77.32769775390625,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0118,Battery Smart Swap Station-0118,BatterySmart,B1/144 balaji erickshaw parking near new ashok nagar metro station,28.61800003051758,77.30590057373047,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0118,Battery Smart Swap Station-0118,BatterySmart,B1/144 balaji erickshaw parking near new ashok nagar metro station,28.61800003051758,77.30590057373047,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0119,Battery Smart Swap Station-0119,BatterySmart,"Block B-3 shop near ghodewala mandir ,raghubir nagar",28.65870094299316,77.10929870605469,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0119,Battery Smart Swap Station-0119,BatterySmart,"Block B-3 shop near ghodewala mandir ,raghubir nagar",28.65870094299316,77.10929870605469,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0120,Battery Smart Swap Station-0120,BatterySmart,"A-74, Pankha Road, Uttam Nagar, ( Near Uttam Nagar east metro station), New Delhi - 110059",28.63199996948243,77.06629943847656,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0120,Battery Smart Swap Station-0120,BatterySmart,"A-74, Pankha Road, Uttam Nagar, ( Near Uttam Nagar east metro station), New Delhi - 110059",28.63199996948243,77.06629943847656,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0121,Battery Smart Swap Station-0121,BatterySmart,"Cycle rickshaw stand, near dargah, Bela road, Jamnabazaar , ND-110006",28.66010093688965,77.23480224609375,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0121,Battery Smart Swap Station-0121,BatterySmart,"Cycle rickshaw stand, near dargah, Bela road, Jamnabazaar , ND-110006",28.66010093688965,77.23480224609375,New Delhi,India,09:00:00 AM,07:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0122,Battery Smart Swap Station-0122,BatterySmart,"Plot No. 451, Saperewali gali, Aali village, (Mohan estate), New Delhi -110076",28.52179908752441,77.30979919433594,New Delhi,India,06:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0122,Battery Smart Swap Station-0122,BatterySmart,"Plot No. 451, Saperewali gali, Aali village, (Mohan estate), New Delhi -110076",28.52179908752441,77.30979919433594,New Delhi,India,06:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0123,Battery Smart Swap Station-0123,BatterySmart,"WZ-403 i, Naraina village, ND - 110028",28.63109970092773,77.1395034790039,New Delhi,India,06:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0123,Battery Smart Swap Station-0123,BatterySmart,"WZ-403 i, Naraina village, ND - 110028",28.63109970092773,77.1395034790039,New Delhi,India,06:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0125,Battery Smart Swap Station-0125,BatterySmart,"H.No-52, Pusta Service Road, Parsahadi Mohalla, New usmanpur, Delhi-110053",28.69160079956055,77.25430297851562,New Delhi,India,07:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0125,Battery Smart Swap Station-0125,BatterySmart,"H.No-52, Pusta Service Road, Parsahadi Mohalla, New usmanpur, Delhi-110053",28.69160079956055,77.25430297851562,New Delhi,India,07:00:00 AM,11:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0127,Battery Smart Swap Station-0127,BatterySmart,"Seelampur, Gurudwara , Sabri Batteries",28.67740058898926,77.26640319824219,New Delhi,India,10:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0127,Battery Smart Swap Station-0127,BatterySmart,"Seelampur, Gurudwara , Sabri Batteries",28.67740058898926,77.26640319824219,New Delhi,India,10:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0128,Battery Smart Swap Station-0128,BatterySmart,"Shop-E-49/K 118 Janta majdoor colony Road no-65 Near police Booth, Delhi-110053",28.6875,77.27670288085938,New Delhi,India,10:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0128,Battery Smart Swap Station-0128,BatterySmart,"Shop-E-49/K 118 Janta majdoor colony Road no-65 Near police Booth, Delhi-110053",28.6875,77.27670288085938,New Delhi,India,10:00:00 AM,10:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0132,Battery Smart Swap Station-0132,BatterySmart,"C-246, Dada Dev colony, Dwarka Sec -7, New Delhi - 110075",28.58349990844727,77.07559967041016,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0132,Battery Smart Swap Station-0132,BatterySmart,"C-246, Dada Dev colony, Dwarka Sec -7, New Delhi - 110075",28.58349990844727,77.07559967041016,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0133,Battery Smart Swap Station-0133,BatterySmart,"Shop no.9, MCD Market, Nimri Colony, Ashok vihar Phase-4, Delhi-110052",28.68829917907715,77.17359924316406,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0133,Battery Smart Swap Station-0133,BatterySmart,"Shop no.9, MCD Market, Nimri Colony, Ashok vihar Phase-4, Delhi-110052",28.68829917907715,77.17359924316406,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0134,Battery Smart Swap Station-0134,BatterySmart,"RGZ-62A, Nihal vihar, ND-110041",28.6742992401123,77.07080078125,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0134,Battery Smart Swap Station-0134,BatterySmart,"RGZ-62A, Nihal vihar, ND-110041",28.6742992401123,77.07080078125,New Delhi,India,10:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0135,Battery Smart Swap Station-0135,BatterySmart,"H-206/3A,Shop no. 4, Opposite to Gurudwara, New Seelampur, Delhi-110093",28.6776008605957,77.26689910888672,New Delhi,India,09:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0135,Battery Smart Swap Station-0135,BatterySmart,"H-206/3A,Shop no. 4, Opposite to Gurudwara, New Seelampur, Delhi-110093",28.6776008605957,77.26689910888672,New Delhi,India,09:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0136,Battery Smart Swap Station-0136,BatterySmart,"Rajouri Garden Metro Station, Pink Line",28.65629959106445,77.1239013671875,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0136,Battery Smart Swap Station-0136,BatterySmart,"Rajouri Garden Metro Station, Pink Line",28.65629959106445,77.1239013671875,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0138,Battery Smart Swap Station-0138,BatterySmart,D10/15 D-Block Gali no-10 Gamri Extension Delhi-110053,28.70529937744141,77.25550079345703,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0138,Battery Smart Swap Station-0138,BatterySmart,D10/15 D-Block Gali no-10 Gamri Extension Delhi-110053,28.70529937744141,77.25550079345703,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0139,Battery Smart Swap Station-0139,BatterySmart,"B-89, Fateh Nager,Near Post office, Jail Road, Delhi-110018",28.64545822143555,77.09539031982422,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0139,Battery Smart Swap Station-0139,BatterySmart,"B-89, Fateh Nager,Near Post office, Jail Road, Delhi-110018",28.64545822143555,77.09539031982422,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0140,Battery Smart Swap Station-0140,BatterySmart,"Smart E, Dwarka Sector 10, Metro station",28.58729934692383,77.05750274658203,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0140,Battery Smart Swap Station-0140,BatterySmart,"Smart E, Dwarka Sector 10, Metro station",28.58729934692383,77.05750274658203,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0142,Battery Smart Swap Station-0142,BatterySmart,"C-5 Madanpur Khadar extension, Near gas plant sarita vihar, Delhi -110076",28.54010009765625,77.30989837646484,New Delhi,India,06:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0142,Battery Smart Swap Station-0142,BatterySmart,"C-5 Madanpur Khadar extension, Near gas plant sarita vihar, Delhi -110076",28.54010009765625,77.30989837646484,New Delhi,India,06:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0144,Battery Smart Swap Station-0144,BatterySmart,"KH No. 414, Vill Shahbad Daulatpur, New Delhi-110042",28.75180053710937,77.11080169677734,New Delhi,India,05:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0144,Battery Smart Swap Station-0144,BatterySmart,"KH No. 414, Vill Shahbad Daulatpur, New Delhi-110042",28.75180053710937,77.11080169677734,New Delhi,India,05:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0145,Battery Smart Swap Station-0145,BatterySmart,"WZ 360, Shakurpur Village near Yadav Market, New Delhi-110034",28.69039916992188,77.14129638671875,New Delhi,India,05:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0145,Battery Smart Swap Station-0145,BatterySmart,"WZ 360, Shakurpur Village near Yadav Market, New Delhi-110034",28.69039916992188,77.14129638671875,New Delhi,India,05:00:00 AM,12:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0147,Battery Smart Swap Station-0147,BatterySmart,"House no. 19/22/1 ground floor, west moti bagh, sarai rohilla , ND 110035",28.67340087890625,77.18319702148438,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0147,Battery Smart Swap Station-0147,BatterySmart,"House no. 19/22/1 ground floor, west moti bagh, sarai rohilla , ND 110035",28.67340087890625,77.18319702148438,New Delhi,India,08:00:00 AM,08:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0148,Battery Smart Swap Station-0148,BatterySmart,"House no. 122 and 123 kh no. 100/28 ground floor village rajpura sector 9 rohini, Nd. 110085",28.71616554260254,77.12406921386719,New Delhi,India,07:00:00 AM,10:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0148,Battery Smart Swap Station-0148,BatterySmart,"House no. 122 and 123 kh no. 100/28 ground floor village rajpura sector 9 rohini, Nd. 110085",28.71616554260254,77.12406921386719,New Delhi,India,07:00:00 AM,10:00:00 PM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
BatterySmart-0149,Battery Smart Swap Station-0149,BatterySmart,"Plot No.4 DDA complex Basement parking nirman vihar ,V3 S Mall",28.64430046081543,77.28489685058594,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,2W
BatterySmart-0149,Battery Smart Swap Station-0149,BatterySmart,"Plot No.4 DDA complex Basement parking nirman vihar ,V3 S Mall",28.64430046081543,77.28489685058594,New Delhi,India,09:00:00 AM,09:00:00 AM,₹0 per unit,AC,1.221866239487385,5A/15A Socket,3W
